review_id,text,actual_stars,s1_pred,s1_expl,s2_pred,s2_expl,s3_pred,s3_expl
44,"Mmmmm, Mmmmmm, Great food.  The popcorn shrimp here are to die for-they leave a wonderful lasting impression.  So does their desert plate...The service was wonderful and quick and attending to us.  Also, we had been lounging at the pool all day and were not looking so sharp but they didn't seem to have a dress code or anything as they were more than welcoming.  It is a bit pricey but i'm not sure you can expect anything less when going to a W Hotel.  I recommend this place to anyone who wants a more chic sushi experience, cool atmosphere, doesn't mind paying the extra dollar and enjoys tasty food.",4,4,"The reviewer uses highly positive language like 'to die for', 'wonderful', and 'tasty'. While they mention the price being high, it doesn't seem to detract from their overall enjoyment.",4,"Overwhelmingly positive review with minor price concern. Highlights excellent food, service, and atmosphere.",4,"This review is overwhelmingly positive. Here's a breakdown:

**Positives:**
* **Food Quality:** The reviewer raves about the popcorn shrimp and dessert plate, using strong language like ""to die for"" and ""wonderful lasting impression."" 
* **Service:** They praise the service as being ""wonderful, quick, and attentive.""
* **Atmosphere:**  The reviewer mentions a ""chic sushi experience"" and a ""cool atmosphere."" 
* **Welcoming Environment:** Despite not looking their best after a day at the pool, they felt welcomed without any pressure to adhere to a dress code.

**Negatives:**
* **Price:** The reviewer acknowledges that it's ""a bit pricey"", but attributes this to the W Hotel brand. This suggests the price point is expected and not seen as a major drawback.

**Overall:** While the price might be a consideration for some, the exceptional food, service, atmosphere, and welcoming environment clearly outweigh any potential concerns. The enthusiastic language and clear recommendation point towards a very positive dining experience."
45,"Decor  functional 
Staff friendly and are really kind to our toddler
food rocks  within my  limited range of  red and yellow curries ( so much so they suggested I try something else, hey it's not my fault these are so good that I didn't want to risk anything lesser. 

Prices are a bargain for entrees,  spice is there, they really get the request to make it very very hot.   This is probably the best bargain  in North Phoenix for  spice hounds",4,5,"The reviewer uses overwhelmingly positive language ('rocks', 'really kind', 'best bargain', 'spice hounds'). They highlight specific aspects they enjoyed (food quality, staff friendliness, spice level) and express satisfaction.",5,"Overwhelmingly positive review with praise for food quality, staff friendliness, value for money, and spiciness.",0,Error: Extra data: line 5 column 1 (char 1178)
46,"I was looking for a comforter for my new bed when I realized that this B,B, and B was close by so I stopped in to look around.  This is a nice store, It was organized well and the sales people were nice, not pushy.  I did not find a comforter but I did find several other things.  They have a nice selection of quality products and those 20% off coupons I get in the mail aren't bad either.  Prices can be a little high on some things but with that coupon they are about right.  I spent about an hour browsing through the store. They have a great knife section, coffee pots, food processor and all manor of kitchen gadgets too.  Just the kinds of things I love to look at.  I'm sure I will be back since it's in my ""hood"".  Thanks B,B, and B!",4,0,Error: Extra data: line 5 column 1 (char 300),4,"Positive overall experience with friendly staff, good organization, and a variety of quality products. While prices can be high, coupons help offset the cost.",4,"This review is overwhelmingly positive. Here's a breakdown:

**Positive Aspects:**
* **Store Environment:** The reviewer praises the store for being well-organized and having friendly, non-pushy salespeople.
* **Product Selection:** They appreciate the 'nice selection of quality products' and highlight specific departments they enjoyed browsing (kitchen gadgets).
* **Pricing:** While acknowledging that prices can be high on some items, the reviewer finds them acceptable with the 20% off coupons they receive. 
* **Convenience:** The store's location is convenient for the reviewer, as it's in their neighborhood.
* **Overall Impression:** The reviewer expresses a clear intention to return and thanks the store, indicating a positive experience.

**Negative Aspects:**
* **Comforter Search:** The reviewer didn't find a comforter, which was their initial purpose for visiting. However, this doesn't seem to significantly impact their overall satisfaction.

**Conclusion:**  The review highlights numerous positive aspects outweighing the minor inconvenience of not finding the specific item initially sought. Therefore, a 4-star rating is appropriate."
47,"I had lunch today at CASK 63 with a banker to discuss our collective power to create business in the Phoenix Market. I HAD THE ABSOLUTE BEST CRAB SALAD, I've had since leaving the Gulf Coast of Mississippi. Red Crab Salad....fresh, clean, sweet, crisp..light...in a very well appointed setting. Very  good iced teas as well....hard to find in Phoenix.....Go there...Eat there...you will like it..and we might see one another...who knows...be like nike..just do it...:)",5,5,"The reviewer uses overwhelmingly positive language to describe the food and atmosphere, expressing delight with their crab salad and iced tea.  Enthusiastic recommendations and playful tone indicate a highly positive sentiment.",5,Extremely positive sentiment expressed about the food and ambiance.,5,"This review is overwhelmingly positive. Here's a breakdown:

**Positives:**
* **Exceptional Food:** The reviewer raves about the crab salad, calling it the best they've had since leaving the Gulf Coast. They use descriptive words like 'fresh,' 'clean,' 'sweet,' 'crisp,' and 'light' to highlight its quality.
* **Excellent Iced Tea:**  The reviewer points out the rarity of good iced tea in Phoenix and praises CASK 63's offering.
* **Pleasant Atmosphere:** The phrase 'very well appointed setting' suggests a stylish and comfortable environment.

**Negatives:**
*  There are no explicitly stated negative aspects in the review.
 * The enthusiastic tone and personal anecdotes (like mentioning a business meeting) could be seen as slightly unprofessional, but this is subjective and doesn't detract from the positive sentiment about the food and service.

 **Overall Impression:** The reviewer's passion for the crab salad and iced tea, coupled with their appreciation for the ambiance, clearly indicates a highly positive experience. The enthusiastic and almost persuasive tone suggests they genuinely want others to try CASK 63."
48,"While I'm a sushi fan, my husband is a sushi FIEND - we made biweekly trips to his favorite haunt in NYC (Monster Sushi) and if he was on his own for dinner, I could always count on him to be there for a bite.  After relocating to Phoenix, he'd been jonesing hardcore for non-commercial, non-fussy sushi in epic proportions served with a smile.  Our trusted source told us that Kyoto was their favorite and we had to indulge.  The mixed views on Yelp made be a tad nervous, but I like to give places an unbiased chance.  Very glad that I did.

The interior of the place is a little strange given the shape of the restaurant and lack of windows, but we made ourselves cozy in a table next to the sushi bar.  I also did not notice a pre-club atmosphere - it was chill the night we went, but maybe it was because we went after work (which is probably on the earlier side for the see and be seens).

No teppan for us that night - it was all about the sushi.  We started with a pleasantly savory miso soup, flavorful seaweed salad and moist, tender tako (octopus) salad.  Next was my favorite dish of the night (and no, not traditional for sushi, but whatever) - a peppered, seared tuna with onion sauce.  Divine!  I could have had three plates of this and called it a day.  Most of the folks in our party ordered rather classic rolls, while I ordered an additional three specialty rolls (Candy Cane, Ichi and Shrimp Tempura - I love to crunch it out).  The rolls were so HUGE we struggled to eat it all.  Keep in mind that those specialty rolls are massive, particularly the Ichi (should have been called Ichi the Killer Roll) which you could barely eat with chopsticks.  I was a mess of dungeoness crab and spicy tuna by the end of the night, but I was happy.

Price was absolutely fair for the quality of the food - there are many (MANY) overprices sushi places in Scottsdale and many dirt cheap places in the valley.  This one charges fairly and keeps the quality up.  I don't ever mind paying if it's worth it.

Will most definitely come back and hopefully take in some teppan next time :)",4,0,Error: Extra data: line 5 column 1 (char 258),5,"Overwhelmingly positive review with detailed praise for food quality, quantity, and price.",4,"This review is overwhelmingly positive.  Here's a breakdown:

**Positives:**
* **High praise for sushi quality and quantity:** The reviewer repeatedly emphasizes the deliciousness and size of the sushi rolls, especially the specialty rolls.
* **Appreciation for non-fussy atmosphere:** They specifically mention enjoying the 'chill' ambiance and avoiding a 'see and be seen' crowd.
* **Positive experience with service:** While not explicitly stated, the reviewer mentions their 'trusted source' recommending the place and feels they received good service based on their overall satisfaction.
* **Fair pricing:** The reviewer finds the price point reasonable given the quality of the food.
* **Intent to return:** This indicates a strong positive impression and desire to try more menu items.

**Negatives:**
* **Unusual interior design:** The reviewer mentions the restaurant's shape and lack of windows as 'a little strange'. However, this seems like a minor issue compared to the overwhelming positives.
*  **Potential for loud atmosphere:** The reviewer suggests it might get lively later in the evening but didn't experience this during their visit.

 **Overall:** The positive aspects clearly outweigh the negatives. The enthusiastic language and specific details about enjoying the food, ambiance, and value make this a very strong review."
49,"If you have to be some place on time, don't use them.  I called at 2pm for a 4:15 taxi to arrive.  At 4:25 they were calling me saying he was right around the corner, and gave me his location.  Estrella called a couple more times to ""verify my address"".  At 4:35 I called them and cancelled the cab and got a ride from my neighbor.  As we pulled out of my neighborhood, we PASSED the cab. He had taken a street that he thought was going to be a through street and got himself lost. This is a TAXI service, they should know how to get around the valley!!  Don't these people use GPS, or MAPS at least?!?!?!?  End of story, I was still late for my class that I paid 250.00 bucks for. I was not allowed in, and the money is non refundable.  So thanks Estrella wasting my time and costing me money.  WORST TAXI SERVICE EVER.",1,1,"The reviewer expresses extreme dissatisfaction due to the taxi's significant delay, driver getting lost, and ultimately causing the reviewer to miss a class and lose money. The language is highly negative and uses strong criticism.",1,"Extremely negative experience with late arrival, driver getting lost, and resulting financial loss for the customer. Strong use of negative language and emphasis on dissatisfaction.",0,Error: Extra data: line 5 column 1 (char 1069)
50,"When owners/staff changed we kept hoping for the best.  (The friendly owners/cooks of the previous restaurant were top notch, hence the good reviews).  But now, alas. . . Lemon chicken that turned out to be pork (and bad at that), wontons in soup that fall apart, greasy greasy lo mein and eggrolls, it's just not worth it.  Prefer to give locals the business, but this is truly awful, even after many hopeful tries.  Panda Express it is until someone else does a better job.",1,0,Error: Extra data: line 5 column 1 (char 205),1,Strongly negative review citing numerous issues with food quality and taste compared to the previous owners/staff. Expresses disappointment and preference for alternative options.,0,Error: Extra data: line 5 column 1 (char 1054)
51,I like it better then Denny's so I stop on by to get some breakfast. It's okay not the best place in the world but if your having a hard time picking between after hours with Dennys and Waffle house I would pick waffle house for sure.,3,0,Error: Extra data: line 5 column 1 (char 230),3,"Mixed review, prefers Waffle House over Denny's but doesn't consider it the best.",0,Error: Extra data: line 5 column 1 (char 976)
52,"Neat!!!!!!!!!!!!!!!!

This place is like a trip to a non-petting zoo and aquarium and aviary while you dine on fairly decent Mexican food.  I was here for a late brunch and didn't wait at all.  I was near a window that right on the pond, and just about every turtle in the pond crawled out to come on over and see what the Rock was cooking and how I was enjoying it... no joke, see pic!

The ducks and geese were very active in the lagoon, showing off for all the diners, and it thrilled the kids to pieces.  The guacamole is decent and the 3 types of salsa you're given were all good in their own ways.  

If anything, swing in here for the atmosphere.  I bet its awesome at night.",4,4,"The reviewer expresses strong positive sentiment about the unique atmosphere and animal interactions, using enthusiastic language like 'Neat!!!!!!!!!!!!!!!!' and 'thrilled the kids to pieces.' While the food is described as 'fairly decent,' the overall tone suggests a highly enjoyable experience.",4,Highly positive review focusing on unique atmosphere and entertainment value. Food is described as decent.,4,"This review is overwhelmingly positive.  Here's a breakdown:

**Positive Aspects:**
* **Unique Atmosphere:** The reviewer loves the combination of dining with animals like turtles, ducks, and geese. They describe it as a 'trip to a non-petting zoo and aquarium.' This clearly stands out as a major draw.
* **Great Views:** Being near a window overlooking the pond adds to the experience.
* **No Wait Time:** The reviewer was seated immediately during late brunch.
* **Decent Food:** While not the primary focus, the food is described as 'fairly decent' with praise for the guacamole and salsa.
* **Kid-Friendly:** The animals are a big hit with children.
* **Recommendation:**  The reviewer suggests visiting at night, implying they think it would be even better.

**Negative Aspects:**
* **Food is Secondary:** The emphasis is heavily on the atmosphere over the food itself.

Overall, the positive aspects far outweigh the negatives. The unique experience and enjoyable atmosphere make this a highly recommended place to visit."
53,"I've been going to this place for years, and they have always stayed true to their own style.  The place is a bit shabby, but the food is delicious. Their prices are decent, not too expensive not too cheap.  The staff is friendly enough, and if anything ever goes wrong, they have no problem fixing it.

All in all, a good place to grab a slice of pizza.",4,4,"The reviewer expresses consistently positive sentiment about the restaurant's food, prices, staff, and willingness to rectify issues. While they acknowledge the place is 'shabby', this doesn't detract from their overall positive experience.",4,"Positive review highlighting long-standing quality, delicious food, reasonable prices, friendly staff, and problem-solving attitude.",0,Error: Invalid control character at: line 3 column 50 (char 73)
54,"Beer is almost a 4, food is a 3, service was a 4.5.  + Check in deal makes it a 5.  Add that up and divide by the hungry fellow and you get a 4.  

I got a pretzel and an oatmeal stout pulled pork burger.  Forget the pretzel, it's a essentially a utensil to enjoy their amazing sauces.  Even if you don't like pretzels or the sauce, it makes for a great palate cleanser between beers.  The burger was nothing spectacular.  I don't know where the oatmeal stout in the sauce, but it might have been in there. 

Best part of the trip was getting a got a complete education beer mixology.  WHAT PEOPLE MIX BEERS!   I learned about the Stumbler and the Snake bite; ask and you shall receive.  

Sampler note: Make sure to bring another mouth to finish a sampler, unless you plan to taxi and walk home.  
Beer Recommendations:
Lady friend who hates beer: Snake Bite
Hop Head: Pale
Complex Beer Drinker: Stumbler or MonkeyShine

Pilsner.  light and amazing wheat finish, I can drink this all day
Blonde ok little citrus, Pilsner was better
Pale. Light with dry bitter finish, not for average drinker 
Red. Simple hoppy red 
Brown. a bit darker crispy red
Oatmeal. Not smooth enough for a dark oatmeal,  surprisingly a bit hoppy 
Old Monkeyshines. Simply intriguing

 If you are looking for a clean cut safe beer place with decent food and some beer geeks, Nimbus is your place.",4,4,"The reviewer gives mostly positive feedback on the beers, service, and atmosphere. While the food is only average, the excellent beer selection and friendly staff outweigh these minor drawbacks.",4,"The review expresses mostly positive sentiment about the beer selection, atmosphere, and educational experience.  While the food receives a neutral rating, the overall positive aspects outweigh the less enthusiastic feedback on the cuisine.",4,"This review presents a mixed bag of experiences but ultimately leans positive. Here's a breakdown:

**Positives:**
* **Excellent Beer Selection:** The reviewer clearly enjoys the beer, highlighting specific brews like the Pilsner and Old Monkeyshines. They also appreciate the educational aspect, learning about unique beer mixes.
* **Good Service:**  A 4.5 rating for service indicates a positive experience in this area.
* **Check-in Deal:** The deal significantly boosts the overall value, pushing it to a 5-star rating.

**Negatives:**
* **Average Food:** While the pretzel with sauces is praised, the burger is described as 'nothing spectacular'.
* **Large Sampler Size:** The reviewer suggests bringing another person to finish a sampler, implying it's quite substantial.

**Overall:**  The reviewer enjoys the beer selection and service enough to outweigh the average food experience. The check-in deal further adds value. Considering the positive aspects, a 4-star rating seems appropriate."
55,"I love the layout of this outdoor bar. However, the price of drinks here and the lack of well options is a huge turn off. It's also going to be interesting to see if people are into the idea of an outdoor ""dance club"" once summer comes back around. 

The view is awesome. I'm always up for supporting independent downtown businesses, this place just needs to make some changes to make me want to come back.",3,0,Error: Extra data: line 5 column 1 (char 310),3,"Mixed review: positive aspects (layout, view, supporting local business) are balanced by negative ones (price, lack of well options, uncertainty about future viability).",3,"This review presents a mixed bag of feelings about the outdoor bar. 

**Positives:**
* **Layout:** The reviewer explicitly states they 'love the layout.' This suggests a positive ambiance and design.
* **View:**  The 'awesome view' is another strong positive point.
* **Support for local businesses:** The reviewer expresses a desire to support independent downtown businesses, which adds weight to their feedback.

**Negatives:**
* **Drink Prices:** The reviewer finds the prices 'a huge turn off,' indicating potential value concerns.
* **Limited Well Options:**  The lack of well options is a significant drawback for someone who might prefer budget-friendly choices. 
* **Uncertain Future:** The reviewer expresses skepticism about the 'dance club' concept, questioning its long-term appeal.

**Overall:** The positive aspects (layout, view, supporting local) are counterbalanced by the negatives (price, well options, future viability).  The 3-star rating reflects this balance. The reviewer seems open to returning if changes are made."
56,"The waiter got the drink wrong: ""up"" means served strained without ice, not on the rocks, but I was happy about the mistake, The Salmon melted in my mouth and the bread pudding made me fat for hours, but was so worth it.  Great atmosphere and none of our plates were empty when taken away.  I would definitely go back.  Good service, great food, fun atmosphere.  Great flexible hours on a Sunday.  GO !",5,5,"The reviewer uses overwhelmingly positive language such as 'melted in my mouth', 'so worth it', 'great', and 'fun'. The minor complaint about the drink is quickly dismissed.",5,"Overwhelmingly positive review with specific praise for the food, atmosphere, and service.",0,Error: Invalid control character at: line 3 column 50 (char 73)
57,I am in love with Yogurtland fro yo!!  It is super delicious and inexpensive!!  I got the coconut and added shredded coconut and mochi pieces...yummm.   Can't wait to go back.,5,5,"The reviewer uses overwhelmingly positive language like 'in love,' 'super delicious,' 'inexpensive,' and 'yummm.' They also express excitement to return.",5,Overwhelmingly positive sentiment with enthusiastic language and details about enjoyment.,0,Error: Extra data: line 5 column 1 (char 673)
58,I found this restaurant when they were located in Buckeye. I have tried everything on the menu probably more than once and have never been disappointed. My favorite is the Red-Chili Frybread with cheese added. The service is excellent there. You always get treated friendly and with a smile!,5,0,Error: Extra data: line 5 column 1 (char 194),5,"Overwhelmingly positive sentiment. Customer expresses consistent satisfaction with food, service, and atmosphere.",5,"This review is overwhelmingly positive. Here's a breakdown:

**Positive Aspects:**
* **Long-time customer:** The reviewer states they've been going to the restaurant since its previous location, indicating loyalty and satisfaction.
* **Tried everything on the menu:** This suggests a genuine exploration of the restaurant's offerings and a willingness to be impressed.
* **Never disappointed:** A strong statement highlighting consistent quality and positive experiences.
* **Favorite dish mentioned:**  The reviewer explicitly names their favorite dish (Red-Chili Frybread with cheese), demonstrating specific enjoyment.
* **Excellent service:** The reviewer praises the friendly and smiling service, which adds to the overall positive dining experience.

**Negative Aspects:** None are mentioned in the review."
59,"We use to visit this Pub 10 years ago because they had a nice English waitress and excellent fish and chips for the price.  However, we went back a few weeks ago and boy were we disappointed.  The price of the fish and chip dinner went up and they cut the portion in half.  No one assisted us in putting two tables together, we had to do it ourselves.  Two guests wanted a good English hot tea and they didn't brew it in advance, it was just thrown into a small metal tea pot and we had to ask for cream and sugar.  So we've decided there are newer and better places to eat fish and chips, especially up in north Phoenix.",1,0,Error: Extra data: line 5 column 1 (char 259),2,"While the review mentions past positive experiences, the current visit is overwhelmingly negative.  The customer highlights issues with price increases, portion size reductions, lack of service (assisting with tables, hot tea preparation), and ultimately decides to patronize competitors.",0,Error: Invalid control character at: line 3 column 115 (char 140)
60,"Writing my 7/29/11 review prompted me to return to this establishment for a manicure. I got there at 9am, but unfortunately the sign on the door states they don't open until 10am. So I ran a few errands and returned at 10am. There was no one in the store and all the lights were out. Again, it is already over 100 degrees outside by 10am. I decided I didn't need a manicure that bad and left.",2,1,The reviewer had a very negative experience due to the salon being closed despite posted hours and extremely hot weather. This suggests strong dissatisfaction.,1,Describes a negative experience with long wait times and closed establishment despite stated hours.,1,"This review highlights several extremely negative experiences. 

**Negative Aspects:**
* **Inaccurate Opening Hours:** The reviewer arrived at the stated opening time (9am) but found the salon closed.
* **Unresponsiveness:** Even upon returning at the actual opening time (10am), the salon was still closed and unstaffed.
* **Extreme Heat:**  The temperature outside was already over 100 degrees by 10am, making the situation even more uncomfortable for the reviewer.
* **Lost Time and Effort:** The reviewer wasted time running errands and returning to the salon, only to find it closed again.

**Positive Aspects:** None. The review focuses entirely on negative aspects of the experience.

**Conclusion:**  The combination of inaccurate opening hours, unresponsiveness, and the extreme heat makes this a highly disappointing experience. A 1-star rating is justified due to the lack of professionalism and inconvenience caused."
61,This place is way under seasoned.  The beans were ok.  I hate that they use store bought tortillas.  I don't plan on returning.  There are better places near downtown Chandler.,2,2,"The review expresses disappointment with the seasoning, tortillas, and overall quality compared to other options in the area.",1,"Negative feedback on seasoning, tortillas, and overall quality. Mention of not returning and better alternatives highlights dissatisfaction.",0,Error: Extra data: line 5 column 1 (char 831)
62,"If you appreciate a good dive bar, you will love this place!  We came here for the first time when our team was playing in Glendale.  Dos Gringos played host to all BCS fans and it was a blast.  They have giant Jenga, dancing, multiple levels & bars and a great outdoor space. The facilities are a little beat, definitely a place where you don't want to touch anything in the bathroom, at least when it is packed.   The bar staff does a good job of managing the crowd and I never felt like I was wasting time begging for them to ask me what I wanted.

We returned for a bachelorette party and although we still had a good time, I think this place really thrives when you are with a huge group.  Food is decent, but not why you come here.",4,4,"The reviewer clearly enjoys the atmosphere and features of the bar, highlighting its lively environment, multiple levels, and outdoor space.  While mentioning some cleanliness issues, they overall recommend it for large groups and emphasize a good time.",4,"Mostly positive review highlighting fun atmosphere, activities, and good service.  Acknowledges some downsides (bathroom cleanliness) but overall recommends it for large groups.",0,Error: Invalid control character at: line 3 column 92 (char 115)
63,"As Target's go this one is standard fare. That consistency is part of their brand recognition. However, as a part of the Up-Scale Desert Ridge Shopping Center, I'd expect a bit more than a Standard Target. Don't they have some sort of a Flagship Target?

Also traffic and parking can be atrocious at Desert Ridge. I drive to Target's and WalMart's much further from my house because the round trip time is less when I don't have to negotiate the teen packed Desert Ridge lot. Probably safer too.",3,3,"The review expresses mixed feelings. While acknowledging Target's consistent quality, the reviewer is disappointed by the lack of a more unique experience given the upscale shopping center location. Parking and traffic issues are also cited as negative factors.",3,"Mixed review. While the Target is consistent with other locations, the reviewer expresses disappointment compared to the upscale shopping center setting. They also criticize traffic and parking issues at Desert Ridge, suggesting a preference for other, less congested locations.",3,"Here's a breakdown of the review:

**Positive:**
*  ""As Target's go this one is standard fare. That consistency is part of their brand recognition.""
    * The reviewer acknowledges that the store meets Target's usual standards. They appreciate the predictability and reliability of the brand.

**Negative:**
* ""However, as a part of the Up-Scale Desert Ridge Shopping Center, I'd expect a bit more than a Standard Target. Don't they have some sort of a Flagship Target?""
    * The reviewer feels let down because they expected something more special given the upscale location. They suggest a Flagship Target would be more fitting.
* ""Also traffic and parking can be atrocious at Desert Ridge. I drive to Target's and WalMart's much further from my house because the round trip time is less when I don't have to negotiate the teen packed Desert Ridge lot. Probably safer too."" 
    *  The reviewer strongly criticizes the shopping center's traffic and parking issues, which they find significantly worse than other locations. This inconvenience outweighs their initial positive sentiment about the store itself.

**Overall:** The review leans negative due to the dissatisfaction with the location and its traffic/parking problems. While the Target itself is considered standard and satisfactory, the overall experience is marred by these issues. A 3-star rating seems appropriate as it reflects a mixed feeling – some positives but significant negatives impacting the overall impression."
64,"Let's rewind four years:

""You've never been to Chino Bandido?""
""No, what is it?""
""How long have you lived here?""
""About eleven years, but a bunch of those years were when I was a toddler, and I just moved back from a few years in Flagstaff.""
""And you've never been to Chino?""
""NO. What is it?""
""Amazing.""
""Take me there.""
""Okay.""

Yet we never went.

On the drive home from the Children's Museum of Phoenix, I realized that I was hungry, on a budget, and Chino Bandido was not too far off of path.  I ran the plan by my father, checking to make sure that would be an appropriate Father's Day dinner.  I received a confused look and thumbs up.  He's not the most adventurous when it comes to dining experiences, but is generally a good sport.

If my friend and I had been on the ball, I could have been eating here for four years.  Granted, I rarely have business around 19th and Greenway, but I could have made Chino Bandido my business.

We both ate a perfectly reasonably sized and delicious dinner for less than $10.  Three cheers for Caribbean influenced burritos and homemade teriyaki sauce.

Stevey P mentioned the only reason I'm giving four instead of five stars: If the dining room weren't so disgusting that I had trouble eating in it, it would easily be a five star place.  Wipe down the counters and tables, and perhaps give it a new coat of paint, and I'll be completely thrilled.",4,4,"The reviewer clearly enjoyed the food, calling it 'perfectly reasonably sized and delicious'. However, they deducted a star due to the uncleanliness of the dining room.",4,Positive review with delicious food but negative sentiment about the cleanliness of the dining room.,4,"This review presents a clear case for a 4-star rating.  Here's why:

**Positives:**
* **Delicious Food:** The reviewer emphasizes the deliciousness of the food, particularly the Caribbean-influenced burritos and homemade teriyaki sauce. They also mention the reasonable portion size and affordability (under $10 per person). 
* **Value for Money:** The combination of tasty food and low prices is a significant positive.

**Negatives:**
* **Dirty Dining Room:** This is the primary reason the review stops short of 5 stars. The reviewer describes the dining room as 'disgusting' and mentions a need for cleaning and repainting.

**Overall Impression:** Despite the negative comment about cleanliness, the reviewer clearly enjoyed the food and value offered.  The emphasis on taste and affordability outweighs the single negative aspect. A 4-star rating reflects this balance."
65,"Ahh man,
.....I REALLY wanted this to be good.

But honestly, you end up with something that's more like ""flame broiled"" than the earthy wood-fired imagery you pick up from their corporately consistent signage, menu, and decor.

That being said, it's a cool concept, and great crust- but the signature pizzas like the ""Greek"" end up feeling themed ,and lacking of soul and an intuitive fussing-over that they need to really be crack good.

The salad's, while seemingly possessing all the right stuff- are the same. Too salty/ too soggy, and somehow too rich.
The gelato tastes like it must come from a squeeze tube.

Anyhow- enough bitching. Better than Pizza Hut, but for all the fuss and flash, you expect alot more.",2,2,"The reviewer expresses disappointment despite acknowledging some positive aspects like crust quality and a cool concept. They criticize the food for lacking authenticity and flavor, comparing it unfavorably to Pizza Hut.",2,Mixed review with strong criticism of flavor and execution despite appreciating the concept and crust.  ,2,"This review expresses a significant amount of disappointment despite some positive aspects. 

**Positives:**
* ""Cool concept""
* ""Great crust""

**Negatives:**
*  The food doesn't live up to the marketing and ambiance: ""flame broiled"" instead of wood-fired, lacking soul and intuitive care.
* Specific dishes are criticized: The signature pizzas lack depth and feel themed, while salads are too salty, soggy, and rich. The gelato is described as coming from a squeeze tube.
* Overall expectation vs. reality is a major issue: Better than Pizza Hut, but not nearly as good as the hype suggests.

The reviewer clearly wanted to love this place based on its presentation, but the food falls short.  Two stars reflect this disappointment while acknowledging some redeeming qualities."
66,"WOW what can I say... our friends have eaten here for years and we finally got to eat at Don and Charlie's for the first time in all the years that we have been coming to Spring Training.  

We had an excellent dinner i was in the mood for fish and had the Macademia crusted Halibut.... WONDERFUL!!!!! My hubby had the prime rib and finished off every last juicy bite... the scalloped potatoes were the BEST I have ever had at any restaurant.

Must make this one of our usual stops during our yearly visit to Az.",5,0,Error: Extra data: line 5 column 1 (char 186),5,Overwhelmingly positive sentiment with strong praise for the food and service.,0,Error: Extra data: line 5 column 1 (char 793)
67,"Favorite Pho in the phoenix area so far.  
Great, tender meat in my pho chin nam (#8).
I see they also have bun bo hue on the menu so I'll have to try that sometime soon.    
Nom nom.

Friendly staff.

See ya there!",5,0,Error: Extra data: line 5 column 1 (char 170),5,"Highly positive sentiment with praise for food quality, specific dishes, and staff friendliness.",0,Error: Extra data: line 5 column 1 (char 762)
68,Wasn't impressed. Dressing tasted like a store bought bottle dressing and tomatoes very very mushy.,2,2,"Negative language ('wasn't impressed', 'store bought', 'mushy') indicates dissatisfaction with the food quality.",2,Negative feedback on both dressing and tomato quality.,0,Error: Extra data: line 5 column 1 (char 633)
69,"This review is specifically for my experience at Trader Vic's last night (a Saturday night) for Happy Hour (4pm - 7pm).

My wife and I and two friends had a great time!  We spent the Happy Hour in their outdoor bar area - so cool - which is slightly shaded and very calming.  The apps were tasty, especially for their low, low prices, and my wife really liked her  vodka cocktail on special.  They didn't have any beers on special, but I had a draft Stella anyway.

Neither of us cared much for the fried calamari, but it wasn't bad, just not our style.  Everything else - the edamame, mini-burger, and sweet potato fries - was awesome.  Oh, and speaking of awesome, so was the service.  The waitress was friendly and helpful, and the bussers were very attentive!

We will be back for Saturday's Happy Hour again soon.",4,4,"The reviewer had a positive experience with tasty food, good service, and a pleasant atmosphere during happy hour. They mention a few things they didn't particularly like but overall express enthusiasm for returning.",5,"Overwhelmingly positive experience with food, drinks, service, and atmosphere. Reviewer expresses strong intent to return.",4,"This review is overwhelmingly positive. The reviewer highlights several aspects they enjoyed: 

* **Ambiance:** They loved the outdoor bar area, describing it as 'cool,' 'slightly shaded,' and 'very calming.'
* **Food & Drink:**  They found the appetizers tasty and affordable, particularly praising the edamame, mini-burger, and sweet potato fries. While they didn't care for the calamari, it wasn't considered bad. Their wife enjoyed her vodka cocktail special.
* **Service:** The reviewer commends both the friendly and helpful waitress and the attentive bussers.

The only minor negative is that there weren't any beer specials. Overall, the reviewer clearly had a great experience and intends to return, suggesting a 4-star rating."
70,"I'm giving the 3 stars solely for 1 reason: 
The veggie sandwich! 

There's normally only 1 person waitressing/taking orders, so expect a slow turn around during breakfast & lunch time. To avoid the crowds I'd pick up a flier in the morning, call around 10 am & pre-order for pick up. If I had no time to wait to check out I would simply ask for delivery. A girls gotta eat! :)",3,0,Error: Extra data: line 5 column 1 (char 250),3,"Mixed review. The veggie sandwich is praised, but service and crowd issues are noted.",3,"This review is a mixed bag.  

**Positives:**
* The reviewer clearly loves the veggie sandwich, stating it's the sole reason for the 3-star rating.
 * Offers practical advice to navigate the slow service: pre-ordering or opting for delivery.

**Negatives:**
*  The main issue is the long wait times due to understaffing during peak hours (breakfast and lunch). 
 * This suggests a potentially frustrating experience for customers who don't have time to wait. 

 **Overall:** While the reviewer highlights a delicious menu item, the negative aspect of slow service significantly impacts their experience. The 3-star rating reflects this balance, indicating an average experience with one redeeming quality."
